,date,actions,transactions
10,2019-01-17,"[-0.8883149  -1.         -0.08838449  0.2355765  -1.         -1.
 -1.          0.79881746  0.34495834 -0.1894698  -1.         -1.
 -0.81894916  0.3999477   1.         -0.7338866   1.          0.6591771
 -0.19859686 -1.          0.01432927 -0.51763463  0.16796893 -1.
 -1.          1.         -1.         -0.44090837 -1.          0.5921188
  0.6502873   0.91115564  1.         -0.28830785  0.16043235  0.5337648
  0.8311339   0.04033924  1.          0.29885364  0.15132037 -1.
  1.         -0.5609456  -0.63254756 -0.31703883 -1.          1.
 -0.1287665   0.2088908 ]","[-476.72238159  -50.9746933   -85.63392639  249.91140747  -51.92996788
 -323.86288714    0.          370.19650269  327.78875732  -41.17100906
 -224.47798157 -125.96203613 -137.21188354    3.10539436  330.06350708
 -105.83763123  178.78149414  229.2694397     0.         -440.76553345
    3.62007523 -272.85574341   36.81204224    0.         -294.73486328
  425.76019287 -304.49185181 -186.44004822 -351.13098145  286.80145264
  202.11199951    0.         1563.9173584   -25.82496452  150.47962952
   69.65153503  871.39221191    7.48672771  246.05935669  277.51290894
   42.48758316    0.         1406.70715332 -407.26138306  -52.2658577
    0.            0.           85.22925568  -22.03902054   24.16833687]"
11,2019-01-18,"[-1.         -0.3300959  -0.08562982 -0.1599858   0.20282158  0.20419335
  1.          0.7000819  -0.06664635 -0.29880348  0.51267266 -0.226585
 -0.8993048   0.34560668 -0.56559455  0.33705544 -1.         -1.
  0.24691376 -1.         -1.          0.69074434 -1.         -1.
  0.48333487 -0.51573235  0.38127437 -1.          0.7666575   1.
  1.         -0.2253546   0.10606068  0.5393387  -0.12950845  1.
 -0.8444829   0.6669255  -0.7118529   0.70449704  1.         -0.04477723
 -0.24338967 -1.         -0.84397715  0.05485142 -0.06760928  0.826451
  0.39519146  0.68330485]","[-362.26369667    0.          -83.39646149 -170.66970825   59.58050919
  124.33831787  199.95761108  326.92108154  -64.04484558  -66.01815796
  114.62980652  -28.59578705 -153.28396606    2.69099379 -186.80665588
   49.39424133 -177.37478638 -353.69683838   88.16459656    0.
 -259.57980347  367.1086731  -218.52191162    0.          145.25639343
 -219.02810669  117.03862    -206.18809509  271.30059814  485.71984863
  315.14324951    0.          165.39935303   48.31909561 -121.91783905
  128.52511597 -871.39221191  123.47727966 -173.08062744  659.92565918
  285.60983276    0.         -344.13040161 -630.71932983   -9.09972
    3.7751503     0.           69.97002411   68.12682343   79.79233551]"
12,2019-01-21,"[ 1.         -1.          0.41362044 -0.35946056  1.          0.9456618
  1.         -0.2805987  -0.09526424  0.9941548   0.7875712   0.07633387
 -0.00964028  1.         -0.7472236   1.          0.4092746  -0.87610644
  1.          1.         -0.55258995 -0.31606686  1.         -0.26523918
 -0.5249662   0.80925786  0.43573758 -1.          0.9386542   1.
  1.          0.3898421  -0.9679169  -0.69456637  1.         -1.
 -0.0908279   0.8283168   1.         -0.82868    -1.         -0.43090975
 -1.         -0.74189913  1.         -1.         -1.         -0.543713
 -1.          0.45900863]","[  521.21881104     0.           398.00283813   -79.24169922
   288.50036621   568.5045166    195.30944824  -127.77602386
   -90.5226593    216.53578186   169.40803528     9.33891582
    -1.6287992      7.50883007  -249.13766479   143.10163879
    71.3091507   -199.80249023   344.80142212   535.94012451
  -143.29240417  -165.59100342   215.12593079     0.
  -147.7088623    349.23049927   129.81671143     0.
   325.1763916    482.57888794   311.92489624     0.
 -1488.37023926   -60.99000168   932.85321045  -127.08159637
     0.           148.42259216   238.28018188  -739.90606689
  -279.10351562     0.         -1396.02416992     0.
    84.99108124    -3.7751503      0.           -46.12185287
  -171.91700745    52.65623856]"
13,2019-01-22,"[-1.          0.17569116 -1.          1.         -0.33742893  0.34484893
  0.22327356  0.44708806 -0.57413524  1.          1.          0.5077363
 -0.6259015   0.63040316  0.33971205  0.91858953  0.21434756 -0.4321292
 -0.07597031  0.8035776  -1.          0.13457775  0.3612198   0.03774428
  1.         -0.35865968 -0.09617928  0.0419755   0.4945113  -1.
  0.05459031  1.          1.          1.         -0.11702526 -0.6227036
 -1.          1.          0.16289988  0.10315929  0.10273231  0.8867032
  0.7049273   0.6692936   0.9433156  -0.3711326  -0.80313015 -0.48369062
 -0.9842789  -1.        ]","[-521.21881104   17.68901253 -963.89257812 1043.42749023  -97.56680298
  208.03607178   43.24040604  204.09762573 -541.5246582   211.64111328
  215.10186768   62.22304535 -102.11864471    4.71036959  113.45822144
  130.31376648   37.10733795    0.          -26.12566948  407.60119629
 -252.89053345   70.43521118   76.67288971    0.          283.27648926
 -159.65692139  -27.86270905   17.82308197  171.31272888 -479.9201355
   17.20376778    0.         1537.70446777   86.55355835 -109.76538849
  -78.74947357    0.          178.16990662   37.50808716   92.26137543
   28.5645237     0.          979.12017822  482.63116455   79.58414459
    0.            0.          -40.49707794 -107.65868187 -104.29160309]"
14,2019-01-23,"[ 1.         -1.         -1.         -0.81927866  1.         -0.08947526
 -0.05249675 -0.5573662   0.49895683  0.34536034 -1.         -0.36074877
  1.         -0.75711524  1.         -0.28396153  1.         -0.07705082
 -0.4097893  -0.8590672  -0.4318796  -1.          0.31117806  1.
 -0.35335544 -0.9415608  -0.05542088  1.         -1.          0.01159945
 -0.91884977  0.11957791  1.          1.         -1.         -0.22016543
 -0.6823066  -0.22382031  0.3893074   0.26803866  0.9872373   1.
 -0.17319958  0.4603752   1.          0.80307573  1.         -0.95316154
  0.25485283 -0.79426616]","[ 530.37457275  -17.68901253 -965.54919434 -870.7578125   295.27093506
  -54.42004395  -10.2987299  -254.22883606  475.8949585    75.16329956
 -221.07167053  -45.2673111   166.72113037   -5.79188776  329.17910767
  -41.12559128  177.84100342    0.         -142.90023804 -420.71951294
 -112.80942535 -534.77081299   66.99723816    0.         -100.87223816
 -453.69866943  -16.29690361  431.39892578 -349.32299805    5.71373081
 -295.85153198    0.         1542.02001953   87.59098816 -957.17596436
  -28.43728256    0.          -40.63667679   91.11251831  242.56893921
  279.02246094    0.         -245.51994324  335.1546936    85.75579071
   54.15385818  129.97782898  -80.79844666   43.28004837  -84.65526581]"
15,2019-01-24,"[ 0.4296061   0.8344825   1.         -0.4397378   0.34095538 -1.
 -0.44087544 -0.88327545  0.0304707  -1.          1.         -0.02577781
  0.001693   -1.          0.13200897 -0.29135823 -0.6647955   0.8849979
 -1.         -0.41762647  0.9669949  -1.         -0.5610968  -0.7941187
  0.06418647  1.         -0.37801823  1.          0.9168805  -1.
 -1.         -0.96526927 -0.9007146  -0.09421012 -0.82175404  1.
  1.          0.7059959  -0.96908826 -0.25110143  1.          1.
  0.23708043  1.         -1.         -0.8426252  -0.4884106   0.11438042
  1.          0.24948923]","[ 2.27408295e+02  8.87584915e+01  9.63892578e+02 -1.72669678e+02
  1.00387283e+02 -5.96338501e+02 -8.59168472e+01 -4.07617950e+02
  2.85814629e+01 -2.18584015e+02  2.21359406e+02 -3.21624374e+00
  2.81651348e-01 -7.71131086e+00  4.36004143e+01 -4.26095619e+01
 -1.16807434e+02  3.09193359e+02 -2.63940111e+02 -2.07712357e+02
  2.62589111e+02 -4.03204109e+02 -1.21451622e+02  0.00000000e+00
  1.81989117e+01  4.81398743e+02 -1.10129768e+02  4.32855469e+02
  3.21322357e+02 -5.05448730e+02 -3.22580658e+02  0.00000000e+00
 -1.38116748e+03 -8.33241558e+00 -7.89495239e+02  1.29002960e+02
  1.00989697e+03  1.27487167e+02 -2.26802979e+02 -2.26091232e+02
  2.83095245e+02  0.00000000e+00  3.34349335e+02  7.34020386e+02
 -8.54512405e+01 -5.41538582e+01 -6.38179932e+01  9.72417545e+00
  1.71976151e+02  2.70003567e+01]"
16,2019-01-25,"[ 0.5402399  -0.06601263 -0.1097586   0.6794803  -0.01394701  0.29666176
 -1.         -0.0758542  -1.          1.          0.21997604  0.00838241
 -0.6346373   1.         -1.          0.471461   -0.27706525 -1.
 -0.316877   -0.05650266  0.22053039 -0.97462124  0.2607311  -0.08097765
 -1.          0.68271494  0.15211895 -1.          1.         -1.
 -0.96699697  0.3250886  -0.0374167   1.         -0.09127906  1.
  0.5145833  -1.         -0.0722253   0.03585276 -0.37461606 -0.34006318
  0.8418146   1.          1.          0.5259576   0.03861255 -0.2033293
 -0.40584213  0.62594116]","[ 2.82939941e+02 -7.09846783e+00 -1.05614304e+02  7.15513611e+02
 -4.02146769e+00  1.73915604e+02 -1.89913330e+02 -3.49175568e+01
 -9.39725952e+02  2.15181488e+02  4.87996330e+01  1.02190101e+00
 -1.09099319e+02  7.63287926e+00 -3.32967072e+02  6.73311768e+01
 -4.87607231e+01 -3.09193359e+02  0.00000000e+00 -2.81570015e+01
  5.44492607e+01  0.00000000e+00  5.63433495e+01  0.00000000e+00
 -2.82254639e+02  3.12670013e+02  4.44319344e+01 -4.32488525e+02
  3.46870544e+02 -2.75445054e+02 -3.08865784e+02  0.00000000e+00
 -5.70585251e+01  8.70691833e+01 -8.70451813e+01  1.30002151e+02
  5.17772766e+02 -1.78646713e+02 -1.69421253e+01  3.25012283e+01
 -1.03824684e+02  0.00000000e+00  1.19331848e+03  7.32000122e+02
  9.01968613e+01  3.55431023e+01  4.98145485e+00 -1.71765060e+01
 -6.66225815e+01  6.45625000e+01]"
17,2019-01-28,"[ 0.8308602   0.06365803 -0.23605317 -1.         -0.7836441   0.50073326
  0.9857622  -0.49860883 -0.757769   -1.         -0.67526287 -1.
  0.05208845 -0.6026779  -0.15669996 -0.5721273  -1.          1.
  0.68688166 -0.03988509 -0.7278276  -0.92201483 -0.00231825  0.60295826
  0.25872764  0.69007504  0.9478019  -1.          0.961532   -1.
  0.04528733  0.892211   -1.         -0.7669912   0.23263249  0.7295724
  1.          0.05474237  0.82981515 -1.         -1.          0.70693994
  1.         -0.40164733 -0.4701006  -0.5031024   0.6890699  -0.4568653
 -1.          1.        ]","[ 4.30176544e+02  6.73010302e+00 -2.24444885e+02 -7.15513611e+02
 -2.24076294e+02  2.86755951e+02  1.82942902e+02 -7.66748428e+01
 -7.18714050e+02 -2.10834351e+02 -1.47363953e+02 -1.22716248e+02
  8.72453594e+00 -4.55143833e+00 -5.18252792e+01 -8.23980103e+01
 -1.72730667e+02  3.38872772e+02  2.31935501e+02 -1.98567619e+01
 -1.76480698e+02  0.00000000e+00 -4.99124199e-01  0.00000000e+00
  7.19575348e+01  3.13217743e+02  2.75701721e+02 -4.34321838e+02
  3.26642853e+02  0.00000000e+00  1.44118834e+01  0.00000000e+00
 -1.50001501e+03 -6.58442917e+01  2.17011978e+02  9.27604904e+01
  9.95262573e+02  9.69207191e+00  1.90724396e+02 -8.82534668e+02
 -2.73759583e+02  0.00000000e+00  1.38550208e+03 -2.94005890e+02
 -4.20784683e+01 -3.37854462e+01  8.92235489e+01 -3.83139992e+01
 -1.48633617e+02  1.00895958e+02]"
18,2019-01-29,"[ 1.          0.05395817  1.          0.8447433   0.8568925  -0.61012954
  0.2063999   0.54768354  0.6874728   0.05521563 -0.54376936  0.9038209
  0.3410949  -0.41248965  0.3738436  -0.42512104 -0.9249351  -0.27935195
 -1.          0.17065148  0.9581208  -1.         -0.56920445 -1.
 -0.54549825 -0.13521986  0.65362227  0.3968923   1.         -0.5848225
  0.71184254 -0.43034348  1.         -0.5187957  -0.06868002 -0.85345954
 -1.         -0.26707822 -0.14619012  1.          1.          0.685652
 -0.8640163  -0.02534589  0.1431656   1.          0.5319793  -0.06013004
 -0.67161196 -1.        ]","[  521.71917725     5.61824274   954.05279541   870.31317139
   245.56593323  -349.02038574    38.11759186   245.93325806
   655.69769287    11.70378304  -117.51077271   119.35032654
    57.34441757    -3.12755585   119.58250427   -59.49693298
  -156.86010742   -92.79315948  -231.9355011     88.31155396
   223.02833557     0.          -123.66428375     0.
  -154.17829895   -60.08756638   186.77163696   172.96495056
   339.71084595     0.           222.84494019     0.
  1495.93103027   -44.3707962    -64.77291107  -108.16841125
  -998.88122559   -47.42728424   -33.63042831   885.47296143
   271.8795166      0.         -1209.22619629   -18.57875824
    13.14787197    67.01119232    70.64967346    -5.06977272
     0.          -100.63622284]"
19,2019-01-30,"[-0.26331148 -1.         -0.44447383 -0.4003729   0.48087752  0.4427471
  0.16211809  0.5295892   0.8811575  -0.3026737  -0.44132212  1.
  0.75902104 -0.6089801  -1.         -1.          1.         -0.44579723
 -1.          0.1976884   1.          0.38195965  0.8408993  -1.
 -1.         -0.9841441  -0.38403666  0.6784654   1.          1.
  0.32622302 -0.9651781   0.18521015 -0.8659867  -0.03855549 -1.
  0.6237946  -0.8399405   0.0279076  -0.48159224  1.         -0.46219575
  1.         -0.24269713 -0.7649759   0.4452546   0.89336264 -1.
  0.02544114  1.        ]","[-135.29795837  -94.00836945 -420.47320557 -408.07739258  137.04743958
  251.60658264   29.96061516  231.19702148  846.76202393  -63.93587494
  -95.25047302  126.60086823  125.50158691   -4.56344986 -319.66448975
 -133.65409851  168.16671753 -148.08177185    0.          103.88031769
  239.68859863  197.30950928  182.01599121    0.          -65.63684654
 -429.80978394 -109.18756104  300.79156494  336.76382446  512.38433838
  102.74417114    0.          276.30935669  -73.90869904  -34.76787567
 -125.85202026  618.59838867 -148.07289124    6.3657279  -418.79769897
  268.89672852    0.         1378.54980469 -177.89915466  -69.15886688
   30.17034721  118.56361389  -57.45772171    4.36927366  101.65411377]"
20,2019-01-31,"[ 0.22811742  0.5188373  -1.         -1.         -0.8201907  -0.19313031
 -0.6635894   0.0593027   1.          1.          0.19167063 -1.
  0.146571   -0.519143    1.         -0.63032424  0.91904885 -1.
  1.         -0.5863796   0.9868966  -0.0142268   1.         -0.9571249
 -0.810195    0.4554441   0.7950315  -1.         -1.          1.
 -1.         -0.46873274  1.          1.          0.32779676 -1.
 -1.         -0.34822315  0.46398273 -0.43566957 -0.29968345 -0.78265375
 -0.9450197   0.51957065  0.65296644 -0.0278402  -1.         -0.05902727
  0.26477554  0.04971858]","[  118.10743713    53.76942062  -949.19885254  -462.23577881
  -235.83473206  -109.99436951  -123.58541107    25.66483116
   971.94952393   212.61758423    42.66894913  -126.11549377
    24.45907402    -3.94203973   314.95864868   -51.46968842
   156.05717468   -97.99784088   335.71017456  -307.49765015
   237.45736694    -7.44601393   218.25007629     0.
     0.           204.8928833    229.37879944  -442.5718689
  -337.60061646   519.00061035  -318.818573       0.
  1495.93103027    85.90356445   297.68313599  -128.55683899
  -989.88336182   -62.45930862   107.80167389  -383.22857666
   -81.69367981     0.         -1306.03356934   381.90246582
    60.62770462    -1.94400668  -129.51791382     0.
    46.45820618     5.21072865]"
