,cash,asset_value,total_assets,reward,date
0,1000000.0,0.0,1000000.0,0.0,2019-01-03
1,890838.4651414395,108962.72349840171,999801.1886398412,-0.00039762272031773627,2019-01-04
2,778616.9447910833,227326.8124527498,1005943.7572438332,0.005943757243833225,2019-01-07
3,678832.283864727,328422.8402282076,1007255.1240929347,0.007255124092934606,2019-01-08
4,573269.1449356282,432357.1651618768,1005626.310097505,0.004009228231680262,2019-01-09
5,460259.0267200208,552681.7156309168,1012940.7423509376,0.012940742350937562,2019-01-10
6,348118.03647381306,662597.4655296842,1010715.5020034972,0.008518690033750831,2019-01-11
7,247328.23824114446,765474.226449047,1012802.4646901914,0.012665953584492184,2019-01-14
8,123683.50932838472,879388.9973837979,1003072.5067121827,-0.006669658082030017,2019-01-15
9,6286.907278178658,1021317.2680066649,1027604.1752848435,0.02760417528484349,2019-01-16
10,6286.907278178658,1018235.9374367195,1024522.8447148982,0.021524286861538622,2019-01-17
11,6286.907278178658,1012249.5284953512,1018536.4357735298,0.009712279810169533,2019-01-18
12,6286.907278178658,1027530.2697981156,1033817.1770762942,0.03381717707629428,2019-01-21
13,6286.907278178658,1036355.2835692855,1042642.1908474641,0.04264219084746412,2019-01-22
14,6286.907278178658,1017439.5338969288,1023726.4411751074,0.005584311652244045,2019-01-23
15,6286.907278178658,1014154.0319194384,1020440.939197617,-0.0008523211794657648,2019-01-24
16,6286.907278178658,1024245.2862268614,1030532.19350504,0.01891747327912907,2019-01-25
17,6286.907278178658,1034626.0538666949,1040912.9611448735,0.03925445382781867,2019-01-28
18,6286.907278178658,1036115.9732430279,1042402.8805212065,0.0421733575569927,2019-01-29
19,6286.907278178658,1041662.3005651523,1047949.2078433309,0.04794920784333101,2019-01-30
20,6286.907278178658,1033019.1808853477,1039306.0881635263,0.03105843683165299,2019-01-31
21,6286.907278178658,1044100.9243783425,1050387.8316565212,0.050387831656521165,2019-02-01
22,6286.907278178658,1063207.0565066275,1069493.9637848062,0.06949396378480621,2019-02-11
23,6286.907278178658,1082181.4832155018,1088468.3904936805,0.0884683904936805,2019-02-12
24,6286.907278178658,1090376.1982428809,1096663.1055210596,0.09666310552105961,2019-02-13
25,6286.907278178658,1121127.7620156158,1127414.6692937945,0.12741466929379452,2019-02-14
26,6286.907278178658,1121669.7954659094,1127956.7027440881,0.1279567027440882,2019-02-15
27,6286.907278178658,1100912.4252886083,1107199.332566787,0.08879670228248382,2019-02-18
28,6286.907278178658,1140018.5152312643,1146305.422509443,0.14630542250944312,2019-02-19
29,6286.907278178658,1145791.1534273599,1152078.0607055386,0.15207806070553853,2019-02-20
30,6286.907278178658,1149565.334895777,1155852.2421739558,0.15585224217395588,2019-02-21
31,6286.907278178658,1153532.9705903283,1159819.877868507,0.15981987786850715,2019-02-22
32,6286.907278178658,1194658.4725746217,1200945.3798528004,0.20094537985280048,2019-02-25
33,6286.907278178658,1272670.638367971,1278957.5456461497,0.2789575456461497,2019-02-26
34,6286.907278178658,1269222.889541747,1275509.7968199258,0.2728140475841824,2019-02-27
35,6286.907278178658,1270376.1191971805,1276663.0264753592,0.2748689722640981,2019-02-28
36,6286.907278178658,1259783.3268820276,1266070.2341602063,0.25599381565060486,2019-03-01
