,cash,asset_value,total_assets,reward,date
0,1000000.0,0.0,1000000.0,0.0,2019-01-03
1,909730.0003005189,89453.76334440155,999183.7636449204,-0.0016324727101590941,2019-01-04
2,804415.0005385593,199532.80826731183,1003947.808805871,0.003947808805871089,2019-01-07
3,699070.0006104491,306787.20015820314,1005857.2007686523,0.005857200768652149,2019-01-08
4,643724.9999355426,359764.1337123993,1003489.1336479419,0.0011348560040569389,2019-01-09
5,573538.8559724686,436787.75474388734,1010326.610716356,0.010326610716355988,2019-01-10
6,487699.54455162684,518423.4962552887,1006123.0408069156,0.001962435845258681,2019-01-11
7,427309.54476348835,582330.7456705589,1009640.2904340472,0.008960985073751648,2019-01-14
8,356872.33264766145,643996.936836991,1000869.2694846524,-0.008491407677951424,2019-01-15
9,277542.01827403763,736531.2194903304,1014073.2377643681,0.014073237764367974,2019-01-16
10,186743.25865757448,825255.8344529172,1011999.0931104918,0.009953733291659606,2019-01-17
11,101361.3960297377,900604.1495977934,1001965.545627531,-0.009974116801121369,2019-01-18
12,26059.21295869317,986498.1671276751,1012557.3800863683,0.011062559375645598,2019-01-21
13,46059.21281237292,983711.4342480635,1029770.6470604364,0.029770647060436417,2019-01-22
14,46224.53635325184,968959.9664400222,1015184.5027932741,0.0010200436403554614,2019-01-23
15,46224.53635325184,963172.2054217004,1009396.7417749523,-0.010388154350843393,2019-01-24
16,51224.53632375965,968702.3374637207,1019926.8737874804,0.010367683786235204,2019-01-25
17,61224.535953325074,967000.5135949592,1028225.0495482843,0.026724135226668944,2019-01-28
18,66224.5359281786,962772.5374432366,1028997.0733714151,0.02824586368095683,2019-01-29
19,71224.53600715198,958004.2430784072,1029228.7790855592,0.028702576502077082,2019-01-30
20,71224.53600715198,948730.8481897393,1019955.3841968912,0.010423880369739291,2019-01-31
21,81224.53577387561,946742.7598166284,1027967.2955905041,0.02621607897243472,2019-02-01
22,87098.20704952106,967698.3805376792,1054796.5875872003,0.054796587587200296,2019-02-11
23,92098.20713202533,984031.085999096,1076129.2931311214,0.07612929313112149,2019-02-12
24,97098.20719327411,990771.4580779305,1087869.6652712047,0.08786966527120477,2019-02-13
25,102098.20712349872,1018560.9893942315,1120659.1965177301,0.12065919651773016,2019-02-14
26,11798.206644649048,1112697.9287888336,1124496.1354334827,0.12449613543348281,2019-02-15
27,19572.53454671814,1086471.445782186,1106043.9803289042,0.08963471530509393,2019-02-18
28,19572.53454671814,1126163.3175915573,1145735.8521382755,0.14573585213827545,2019-02-19
29,19572.53454671814,1126887.769210347,1146460.3037570652,0.1464603037570653,2019-02-20
30,24572.534485410615,1121830.9738659675,1146403.5083513781,0.14635396855876526,2019-02-21
31,24572.534485410615,1121578.7191707962,1146151.253656207,0.14588168470572027,2019-02-22
32,39572.53476170456,1142357.4882586654,1181930.02302037,0.18193002302036998,2019-02-25
33,59572.53505202515,1203512.4263758683,1263084.9614278935,0.2630849614278934,2019-02-26
34,69572.53497004273,1181922.2385621332,1251494.773532176,0.24231867829736686,2019-02-27
35,89572.53514021104,1151407.611114753,1240980.146254964,0.2234794904416444,2019-02-28
36,19242.53446993628,1221695.1888523577,1240937.723322294,0.22340348074801575,2019-03-01
37,51662.92102300558,1216164.6304170121,1267827.5514400178,0.2678275514400177,2019-03-04
38,61840.94708419485,1216444.7397996788,1278285.6868838735,0.27828568688387345,2019-03-05
39,71840.94711550589,1227120.5615146407,1298961.5086301465,0.2989615086301465,2019-03-06
40,81840.94695832205,1227999.1611896295,1309840.1081479515,0.3098401081479516,2019-03-07
41,96840.9469800475,1198584.3856527586,1295425.3326328062,0.2844203439891716,2019-03-08
42,111840.94665240773,1162047.1886429414,1273888.1352953492,0.24644053109621034,2019-03-11
43,31510.94695688032,1267918.4858158194,1299429.4327726997,0.29148138223546904,2019-03-12
44,56510.94746564802,1259518.754359045,1316029.701824693,0.3160297018246929,2019-03-13
45,81604.87853307904,1189864.8411388025,1271469.7196718815,0.23761031506191843,2019-03-14
46,6341.254006785948,1238733.8682663017,1245075.1222730877,0.19115948537429606,2019-03-15
47,21390.33787851294,1236177.0381762353,1257567.3760547482,0.21314411897408647,2019-03-18
48,36390.33800302161,1267030.133359977,1303420.4713629987,0.29383920549626974,2019-03-19
49,41670.234452830875,1262398.659106214,1304068.893559045,0.2949803386054112,2019-03-20
50,41754.21830017508,1249775.1717392388,1291529.390039414,0.27291255202176967,2019-03-21
51,46754.21842500418,1253491.3370403931,1300245.5554653974,0.28825179397398826,2019-03-22
52,61754.218425144565,1242731.9499721755,1304486.1683973202,0.2957146844320513,2019-03-25
53,61754.218425144565,1224455.6113855285,1286209.8298106731,0.26355086400414607,2019-03-26
54,71754.2185167034,1200343.4876184815,1272097.706135185,0.23871548411649068,2019-03-27
55,82874.94777753638,1193483.4652742278,1276358.4130517642,0.24621373719990158,2019-03-28
56,82874.94777753638,1178652.2951114546,1261527.242888991,0.22011293524826403,2019-03-29
57,92585.1544663761,1205864.3610813934,1298449.5155477696,0.2850910128843811,2019-04-01
58,92585.1544663761,1263611.1756664854,1356196.3301328616,0.35619633013286167,2019-04-02
59,2285.1538929339113,1358985.9546199255,1361271.1085128593,0.36127110851285926,2019-04-03
60,12285.153822603865,1376459.6287468448,1388744.7825694487,0.3887447825694488,2019-04-04
61,22285.153485018414,1374032.1774889147,1396317.3309739332,0.3963173309739332,2019-04-08
62,37285.15359364707,1340904.1100665922,1378189.2636602393,0.3652064932601544,2019-04-09
63,42510.75590634467,1339530.6913824012,1382041.4472887458,0.37181749362970884,2019-04-10
64,42678.08069165351,1333675.6390677192,1376353.7197593728,0.3620563886500927,2019-04-11
65,42678.08069165351,1303220.7918288545,1345898.872520508,0.3097907061782209,2019-04-12
66,42678.08069165351,1306619.6079907368,1349297.6886823904,0.3156236510918474,2019-04-15
67,47678.080620834415,1304221.7568165795,1351899.8374374139,0.3200893796344314,2019-04-16
68,62714.70082114584,1343315.5326663833,1406030.2334875292,0.4060302334875292,2019-04-17
69,72728.36508267384,1346803.2725597338,1419531.6376424078,0.41953163764240786,2019-04-18
70,2458.3662551576203,1427733.2852908103,1430191.651545968,0.43019165154596783,2019-04-19
71,7714.099921570356,1415259.8355574445,1422973.9354790149,0.4179272579521597,2019-04-22
72,17714.099818674236,1376806.0582627242,1394520.1580813983,0.3695784005022583,2019-04-23
73,17714.099818674236,1370685.2944011306,1388399.3942198048,0.35917795576364564,2019-04-24
74,22714.099952377852,1386924.8859656276,1409638.9859180055,0.39526841844493565,2019-04-25
75,27714.100062668378,1349095.8295793352,1376809.9296420035,0.3394850565410724,2019-04-26
76,27714.100062668378,1340298.2923412714,1368012.3924039397,0.32453621977014246,2019-04-29
77,37124.01177810035,1323196.5289819739,1360320.5407600743,0.31146617168977075,2019-04-30
78,37124.01177810035,1319345.8581605025,1356469.869938603,0.30492308491320064,2019-05-06
79,42124.011678565745,1084772.1602624422,1126896.171941008,-0.08517014747647167,2019-05-07
80,42124.011678565745,1240132.5490033699,1282256.5606819356,0.17881931106289217,2019-05-08
81,47124.01154827399,1218832.7098182458,1265956.7213665198,0.151122510159988,2019-05-09
82,52124.011383357,1202381.4451984551,1254505.4565818121,0.13166444099187524,2019-05-10
83,57124.01138872809,1251543.2687778824,1308667.2801666106,0.22369659022586363,2019-05-13
84,57124.01138872809,1218788.5973581283,1275912.6087468565,0.16803962358969704,2019-05-14
85,57124.01138872809,1215773.756503412,1272897.7678921402,0.16291678493520534,2019-05-15
86,57124.01138872809,1227972.7195822059,1285096.730970934,0.18364534827114465,2019-05-16
87,57124.01138872809,1218184.2052991758,1275308.216687904,0.16701263637834018,2019-05-17
88,57124.01138872809,1187793.985132742,1244917.9965214701,0.11537336183965952,2019-05-20
89,57124.01138872809,1168580.7440854441,1225704.7554741723,0.08272608834885709,2019-05-21
90,57124.01138872809,1176825.612637051,1233949.624025779,0.09673582662452818,2019-05-22
91,57124.01138872809,1186849.574649582,1243973.58603831,0.11376861294511298,2019-05-23
92,57124.01138872809,1143765.5188533566,1200889.5302420848,0.040559884172609695,2019-05-24
93,57124.01138872809,1135556.864435222,1192680.8758239502,0.026611681205676474,2019-05-27
94,58814.91023494391,1163627.3607486435,1222442.2709835875,0.07718245189723383,2019-05-28
95,58814.91023494391,1171935.9730092054,1230750.8832441494,0.09130050392873901,2019-05-29
96,63814.9103400846,1174175.3664887757,1237990.2768288604,0.10360173211225054,2019-05-30
97,73814.9102182218,1158055.3085131664,1231870.2187313882,0.09320248661296626,2019-05-31
98,74771.22067163748,1156350.1966825873,1231121.4173542247,0.09193011807866402,2019-06-03
99,74771.22067163748,1160632.2996833576,1235403.520354995,0.09920629743007015,2019-06-04
100,79771.22086635184,1137003.4762464091,1216774.697112761,0.06755207075879388,2019-06-05
101,79771.22086635184,1002551.0935429356,1082322.3144092874,-0.16091035777185037,2019-06-06
102,79771.22086635184,1116915.6570932525,1196686.8779596044,0.03341870803709346,2019-06-10
103,79771.22086635184,1129043.5231611417,1208814.7440274935,0.054026462835125466,2019-06-11
104,89771.22055980124,1169493.1863452003,1259264.4069050015,0.13975088264676483,2019-06-12
105,94771.22059669088,1156470.509638016,1251241.730234707,0.12611869436897194,2019-06-13
106,97410.92200667624,1154774.6478512448,1252185.569857921,0.12772247325430774,2019-06-14
107,97410.92200667624,1136023.8878735774,1233434.8098802536,0.09586105082982876,2019-06-17
108,97410.92200667624,1139655.984065351,1237066.9060720273,0.10203273406774915,2019-06-18
109,2095.921552000505,1237447.5164660942,1239543.4380180947,0.10624087446181074,2019-06-19
110,12074.724234885867,1258212.665401804,1270287.3896366898,0.1584812119566359,2019-06-20
111,12074.724234885867,1294311.1217761016,1306385.8460109874,0.21981996136108584,2019-06-21
112,27074.72379546631,1292239.4209766584,1319314.1447721247,0.24178781698662122,2019-06-24
113,32881.81584580505,1277128.9244711944,1310010.7403169994,0.22597940710437803,2019-06-25
114,38407.06592794617,1260839.6933067702,1299246.7592347164,0.20768917520763408,2019-06-26
115,48407.066153156455,1265409.7966569266,1313816.8628100832,0.23244679704995297,2019-06-27
116,48797.33248263667,1298961.2599321846,1347758.5924148213,0.2901208212517463,2019-06-28
117,53797.33245390208,1282749.525551694,1336546.858005596,0.2710697637720042,2019-07-01
118,58797.332518668016,1343182.3024685755,1401979.6349872435,0.38225359580345397,2019-07-02
119,58797.332518668016,1324628.037355475,1383425.3698741428,0.3507260588263731,2019-07-03
120,58797.332518668016,1315135.5561019485,1373932.8886206164,0.33459636832661344,2019-07-04
121,58901.672963687546,1300437.1439565704,1359338.8169202579,0.3097980196787682,2019-07-05
122,63901.67287051509,1310990.2145568298,1374891.887427345,0.3362259058025421,2019-07-08
123,68901.67291189083,1271069.0645795627,1339970.7374914535,0.2768876437277682,2019-07-09
124,68901.67291189083,1273925.1038021357,1342826.7767140265,0.28174064553887646,2019-07-10
125,68901.67291189083,1284157.4343568403,1353059.107268731,0.2991274931428478,2019-07-11
126,73901.67271529659,1278576.814426629,1352478.4871419256,0.2981408993647643,2019-07-12
127,78901.67259578976,1272556.5283580143,1351458.200953804,0.2964072219419652,2019-07-15
128,83901.67279422726,1292688.6219379907,1376590.294732218,0.3391118513670861,2019-07-16
129,83901.67279422726,1291946.503605181,1375848.1763994081,0.3378508387084651,2019-07-17
130,83901.67279422726,1301286.0705131642,1385187.7433073914,0.3537206960833851,2019-07-18
131,83901.67279422726,1279442.4880228809,1363344.1608171081,0.3166039280262085,2019-07-19
132,83901.67279422726,1281661.1798018564,1365562.8525960837,0.32037394460600865,2019-07-22
133,88901.67285073437,1271366.588641839,1360268.2614925734,0.311377338392994,2019-07-23
134,19112.520270758352,1366787.6756674587,1385900.195938217,0.35493130057382705,2019-07-24
135,39102.322033420096,1387016.7612065035,1426119.0832399237,0.42327151501251736,2019-07-25
136,39166.909333565054,1408662.876706675,1447829.78604024,0.44782978604024004,2019-07-26
137,49166.909235008534,1403193.9791176175,1452360.888352626,0.452360888352626,2019-07-29
138,59166.90898039275,1400191.493143781,1459358.402124174,0.4593584021241739,2019-07-30
139,64166.908827823936,1385316.958126234,1449483.866954058,0.4427175132223474,2019-07-31
140,74166.90857797042,1371014.1055267951,1445181.0141047656,0.4354662051868381,2019-08-01
141,79166.90831164962,1375683.3080813317,1454850.2163929814,0.45176106041551156,2019-08-02
142,89166.90856903487,1333238.6414582627,1422405.5500272976,0.39708424989767255,2019-08-05
143,89166.90856903487,1308152.1456513663,1397319.0542204012,0.3548076685227747,2019-08-06
144,94166.90861876326,1283338.229572158,1377505.1381909214,0.3214166106475086,2019-08-07
145,94292.50835320464,1268049.2735277805,1362341.7818809852,0.2958628277721277,2019-08-08
146,8380.538725158329,1376574.9276436423,1384955.4663688007,0.3339721468174993,2019-08-09
147,8380.538725158329,1363736.7801949098,1372117.3189200682,0.31233688179295693,2019-08-12
148,8380.538725158329,1425832.5272139395,1434213.065939098,0.41698266102384496,2019-08-13
149,28380.539007004183,1395697.6943013207,1424078.2333083248,0.3999031103470996,2019-08-14
150,33458.54275927469,1400510.9407392293,1433969.483498504,0.41657216794619334,2019-08-15
151,38458.54273171274,1416198.3986031492,1454656.941334862,0.45143534698047405,2019-08-16
152,38459.56510666391,1423253.9460934398,1461713.5112001037,0.4617135112001036,2019-08-19
153,48459.56504172937,1488500.7426024769,1536960.3076442063,0.5369603076442064,2019-08-20
154,53459.56501448023,1488841.0063334564,1542300.5713479365,0.5423005713479365,2019-08-21
155,58459.56493580591,1513347.1375060866,1571806.7024418926,0.5718067024418927,2019-08-22
156,65214.44349775659,1493814.5849347278,1559029.0284324843,0.550899737477332,2019-08-23
157,70214.44331056482,1487199.1634939595,1557413.6068045243,0.5482565675738048,2019-08-26
158,75214.44332512934,1481984.5446452661,1557198.9879703955,0.5479054059740832,2019-08-27
159,85214.44332939723,1500932.8136586333,1586147.2569880304,0.5861472569880304,2019-08-28
160,85214.44332939723,1491884.608129141,1577099.051458538,0.5713945334892078,2019-08-29
161,90214.44353647731,1530297.0002321522,1620511.4437686296,0.6205114437686297,2019-08-30
162,90214.44353647731,1487498.26099513,1577712.7045316075,0.5513020676912467,2019-09-02
163,90214.44353647731,1551104.376764379,1641318.8203008564,0.6413188203008564,2019-09-03
164,14929.442290825344,1653053.1435641078,1667982.5858549331,0.6679825858549331,2019-09-04
165,19914.53382016952,1665887.2415012014,1685801.775321371,0.685801775321371,2019-09-05
166,25543.669116287685,1702093.6380859679,1727637.3072022556,0.7276373072022555,2019-09-06
167,35543.66935863235,1694023.5222759857,1729567.191634618,0.729567191634618,2019-09-09
168,35543.66935863235,1779136.0425878977,1814679.71194653,0.8146797119465301,2019-09-10
169,40543.66926934364,1753646.3266875655,1794189.9959569091,0.7828989037301479,2019-09-11
170,45819.38131343849,1747060.5386846992,1792879.9199981377,0.7808668954380028,2019-09-12
171,56685.26952436226,1731177.1837207603,1787862.4532451225,0.7730844962729568,2019-09-16
172,66685.26949217384,1723549.0687495745,1790234.3382417483,0.7767634356114652,2019-09-17
173,66685.26949217384,1719569.4921408207,1786254.7616329945,0.7705908678194436,2019-09-18
174,71685.26969689797,1700670.1233689494,1772355.3930658475,0.7490320933110478,2019-09-19
175,71911.15816595315,1758139.4643164517,1830050.6224824048,0.8300506224824049,2019-09-20
176,71911.15816595315,1810615.8789347545,1882527.0371007076,0.8825270371007077,2019-09-23
177,76911.15835118874,1829623.4707906125,1906534.6291418013,0.9065346291418013,2019-09-24
