,cash,asset_value,total_assets,reward,date
0,1000000.0,0.0,1000000.0,0.0,2019-01-03
1,955846.3449745491,44080.29253300984,999926.637507559,-0.00014672498488188523,2019-01-04
2,919085.8006058286,82701.67539246444,1001787.4759982931,0.0017874759982932087,2019-01-07
3,879961.4369115022,122074.86788810743,1002036.3047996096,0.0020363047996094785,2019-01-08
4,854816.8962745554,146503.20956106973,1001320.1058356251,0.0006053623073177805,2019-01-09
5,821311.2391806539,183007.06495955357,1004318.3041402075,0.004318304140207507,2019-01-10
6,777284.7961109102,226204.0836112543,1003488.8797221645,0.002663021610623706,2019-01-11
7,759139.1404626281,244945.91767682438,1004085.0581394525,0.0038528150350567447,2019-01-14
8,721213.4948628157,279350.3912122263,1000563.886075042,-0.0031743889814698223,2019-01-15
9,690755.7135321343,315461.3030490014,1006217.0165811357,0.006217016581135715,2019-01-16
10,663177.0730632233,341787.277427549,1004964.3504907723,0.0037194241282471063,2019-01-17
11,628523.4450852529,372545.33617647854,1001068.7812617314,-0.004047645149836021,2019-01-18
12,596369.4726133079,410495.2021879966,1006864.6748013045,0.006864674801304371,2019-01-21
13,549241.0815112988,464430.90665726573,1013671.9881685645,0.01367198816856452,2019-01-22
14,513606.09486054635,493280.8154319675,1006886.9102925139,0.0001933467381837195,2019-01-23
15,464856.8880746608,539493.4398273407,1004350.3279020014,-0.0048456056695721506,2019-01-24
16,419437.04458068026,588211.7928289254,1007648.8374096057,0.0017069244148104623,2019-01-25
17,374420.47297084826,640130.3220879044,1014550.7950587526,0.014550795058752675,2019-01-28
18,342983.5625292425,669961.6286735234,1012945.1912027659,0.011362615087497252,2019-01-29
19,314149.6861068675,700650.6931418774,1014800.3792487449,0.014800379248745,2019-01-30
20,286530.40729839826,721386.7368201523,1007917.1441185505,0.0011342976879152866,2019-01-31
21,258922.09406637258,757251.6631395911,1016173.7572059637,0.0161737572059637,2019-02-01
22,227187.62326164884,804704.4481343393,1031892.0713959881,0.03189207139598804,2019-02-11
23,193502.36597655813,851949.9353705202,1045452.3013470783,0.04545230134707823,2019-02-12
24,155205.87798571805,898397.1001789271,1053602.9781646451,0.05360297816464521,2019-02-13
25,119764.15026957028,961215.8148383575,1080979.9651079278,0.08097996510792771,2019-02-14
26,96890.95017837011,987741.6940496266,1084632.6442279967,0.08463264422799677,2019-02-15
27,65670.33671277834,999443.4049491712,1065113.7416619495,0.0471178767302427,2019-02-18
28,28632.94145804301,1069887.6384958725,1098520.5799539154,0.0985205799539155,2019-02-19
29,39930.9894239595,1059528.8013592311,1099459.7907831906,0.09945979078319067,2019-02-20
30,20534.633053492187,1083631.668476086,1104166.3015295784,0.1041663015295784,2019-02-21
31,26252.870131097436,1077983.1733576297,1104236.0434887272,0.10423604348872728,2019-02-22
32,30049.14863986342,1101197.6922509582,1131246.8408908215,0.13124684089082161,2019-02-25
33,2128.4879167585973,1201355.6602494798,1203484.1481662383,0.2034841481662384,2019-02-26
34,6990.821009541667,1177119.0304766141,1184109.8514861558,0.1680113455693113,2019-02-27
35,12579.492627210415,1161927.6599447916,1174507.152572002,0.15042956448046896,2019-02-28
