,date,actions,transactions
10,2019-01-17,"[-0.02338671  1.         -1.          1.          1.          1.
 -0.81073475 -0.8383933  -1.          1.          0.21954659  0.8075977
  1.          0.93523693 -1.         -0.5916291  -0.4732991  -1.
  0.18819712  1.          1.          0.16626866  0.22203156  1.
 -0.20595181 -0.31364292 -0.0959493  -1.         -0.16242515 -0.00369801
  0.7720696  -0.53040326 -0.8848174  -0.13926558 -1.         -0.8116479
 -1.         -1.          0.5342032  -0.5239838   1.          0.6323486
 -0.42817873 -0.17281577  0.1549376   0.70291924  0.9321717  -1.
 -0.21386684  0.9624131 ]","[  -12.55069447   107.19239807  -968.87957764  1060.8503418
   292.42501831   613.24108887   -83.40741825    -4.27534676
  -950.22711182   217.29588318    49.28337097   101.72665405
   167.54627991     7.2616477   -330.06350708   -85.32192993
   -84.61711884  -347.81158447    67.15281677   489.73995972
   252.63497925    87.64359283    48.66040039     0.
   -60.70117569  -133.53666687   -29.21578026     0.
   -57.03250122     0.           239.96244812     0.
     0.           -12.47461224     0.             0.
 -1048.43786621  -185.59417725   131.44569397     0.
   280.7789917      0.          -602.32208252  -125.46884918
    12.80211544    46.68710709   127.09098053   -24.98714066
     0.           111.34967804]"
11,2019-01-18,"[ 0.44640675 -0.08895008 -0.35479933  1.          0.35021874 -0.82488877
  0.543627   -0.56366146  1.         -0.15045673  1.          1.
  1.         -0.09338158 -1.          0.7996643   0.18074957  1.
 -0.61263883 -1.         -1.          0.16189453 -0.15664408 -0.00775584
  0.5603292  -0.34081033 -1.          0.25164694 -0.62030196 -0.8100277
  0.8087625  -0.9539579  -0.50388694 -0.8931724  -0.49720058 -0.61302346
  0.03871325 -0.26027957  0.10089231 -0.3646541  -0.2941898  -0.73758554
  0.15099457 -1.         -0.8856295   0.72192705 -0.4847569   0.55248576
  1.         -0.5138292 ]","[ 2.38625748e+02 -9.50075626e+00 -3.45545624e+02  1.06678052e+03
  1.02879639e+02 -5.02294891e+02  1.08702354e+02  0.00000000e+00
  9.60965576e+02 -3.32421722e+01  2.23592590e+02  1.26203346e+02
  1.70447189e+02 -7.27096081e-01 -3.30283722e+02  1.17187881e+02
  3.20604134e+01  3.53696838e+02 -6.71528168e+01 -5.08238556e+02
 -2.59579803e+02  8.60418015e+01 -3.42301636e+01  0.00000000e+00
  1.68395477e+02 -2.62073822e+01 -3.06966919e+02  1.07924225e+02
 -2.19509094e+02  0.00000000e+00  2.54876053e+02  0.00000000e+00
  0.00000000e+00 -8.00188828e+01  0.00000000e+00  0.00000000e+00
  4.05111389e+01 -4.81892090e+01  2.45310555e+01  0.00000000e+00
 -8.40235062e+01  0.00000000e+00  2.13492310e+02 -4.89062767e+02
 -7.35745010e+01  4.96866417e+01 -6.53256607e+01  4.67752380e+01
  1.72389420e+02 -6.00019569e+01]"
12,2019-01-21,"[-0.4909799   0.0505161  -0.3220563   1.          0.04884015  0.9222674
 -0.7733901  -0.7071487   1.         -0.71930224  0.0857458   0.28547013
 -0.45857617 -0.23393591  1.         -1.         -0.65633875  1.
  1.         -0.6667527   0.8295144  -0.00550714  1.          0.45733577
 -0.6898601  -1.          0.16937834  0.6276498   1.         -1.
  0.25820622  1.          1.          0.07834421  1.         -0.7250212
  0.43291733  0.75037354  1.         -0.80596983  0.2343263  -0.263501
  0.9257871   0.23274778  0.06299824  0.30813703  1.         -0.86734855
 -1.         -0.37032717]","[-255.90797424    5.14305305 -309.89596558 1058.89575195   14.0904007
  554.44049072 -108.70235443    0.          950.22711182 -156.67045593
   18.44408417   34.9252739   -77.4799881    -1.756585    333.41778564
 -143.10163879 -108.43859482  345.56878662  344.80142212 -357.33953857
  215.1018219    -2.88525081  215.12593079    0.         -194.10479736
    0.           50.46188354  266.94644165  346.42831421    0.
   80.54094696    0.         1537.70446777    6.87942028  932.85321045
    0.          441.25708008  134.45626831  238.28018188    0.
   65.40129089    0.         1292.42114258  168.75074768    5.35428905
   21.16125298  131.6912384   -46.77523804 -171.91700745  -42.48293686]"
13,2019-01-22,"[-0.41500598 -0.48546386  1.          0.48548916 -0.23375349  0.09320392
  0.39104253 -1.         -1.         -0.8036088   1.          0.89830035
 -0.04727656  0.7955445  -0.75155514  0.5105548  -0.9716962   0.26287222
 -0.00338469 -0.02330416  1.          0.36201724  1.         -1.
  0.09544155  0.8009196   0.436855   -0.4782762   0.5630072  -0.03755873
  0.12126404  0.4945355   0.9503826  -1.         -0.74238133  0.31052178
  1.         -1.         -1.          1.         -0.5139449  -1.
 -1.          0.12594421  0.57231486  0.2753096  -0.27620718 -1.
  0.56233734  1.        ]","[-2.17981369e+02 -4.88776779e+01  9.63892578e+02  5.06572723e+02
 -6.75892868e+01  5.62268791e+01  7.57314835e+01  0.00000000e+00
 -9.43200439e+02 -1.70076660e+02  2.15101868e+02  1.10086639e+02
 -7.71338367e+00  5.94430447e+00 -2.51007004e+02  7.24287720e+01
  0.00000000e+00  9.05481720e+01 -1.16397095e+00 -1.18206406e+01
  2.52890533e+02  1.89472351e+02  2.12261047e+02  0.00000000e+00
  2.70363483e+01  3.56528351e+02  1.26554932e+02 -2.03079315e+02
  1.95041626e+02  0.00000000e+00  3.82155457e+01  0.00000000e+00
  1.46140759e+03 -8.65535583e+01 -6.96326355e+02  3.92697716e+01
  1.00804419e+03 -1.78169907e+02 -2.30252396e+02  8.94358398e+02
 -1.42901413e+02  0.00000000e+00 -1.38896606e+03  9.08190384e+01
  4.82841415e+01  1.86976871e+01 -3.50981712e+01  0.00000000e+00
  9.32272339e+01  1.04291603e+02]"
14,2019-01-23,"[-0.5088514   0.21584326  0.5153747  -0.28540948  1.         -1.
 -0.25658402  1.          0.0520214   1.         -0.26497135  0.12425724
  1.         -1.          1.         -0.42178205 -0.61408526 -0.3822393
 -0.7593293  -0.13637155 -0.37305808  0.15322532  0.52346873 -1.
 -0.14348452 -0.47571573 -1.         -1.          0.85552615 -1.
 -0.39971128 -1.         -0.09061784 -1.         -0.9363617   0.09339139
  0.03883862 -1.          0.61753064  0.34611732  1.         -0.7581703
 -0.39878073 -1.         -0.35818806 -0.8729806   0.19258203  0.7488289
  0.3464228   0.9025928 ]","[-269.88183594   22.65015221  497.61962891 -303.34310913  295.27093506
 -608.21331787  -50.33625031  456.12530518   49.6169548   217.6373291
  -58.57765579   15.59198952  166.72113037   -7.6499424   329.17910767
  -61.08586884    0.         -132.08996582 -264.79055786  -66.78659821
  -97.44490814   81.94042206  112.70383453    0.          -40.96046829
 -229.22744751 -294.05709839 -171.79135132  298.85498047    0.
 -128.69915771    0.         -139.73451233  -87.59098816 -236.52685547
   12.06273556   39.5868187   -73.54636621  144.52531433  313.22833252
  282.62957764    0.         -565.29364014 -259.56978607  -30.71670151
  -58.86775589   25.03139305   63.47739792   58.8307991    96.20103455]"
15,2019-01-24,"[-0.32782558 -1.         -0.09358576 -1.         -0.3538326   0.5867134
  0.00235151 -0.27166873  1.         -0.02585508 -0.07100333 -0.42762434
  1.         -0.05487183 -0.18679394 -1.         -1.         -1.
  0.08220575 -1.          0.49483296 -0.35810414 -0.7699913  -1.
  1.         -1.         -1.         -1.          0.4135147  -1.
 -0.93360585 -0.952155   -0.258036    1.         -0.6888523  -0.43103376
 -0.5941822  -0.3706705  -0.91442966 -0.11978045  1.          1.
  1.         -0.05605418 -1.         -1.         -0.7243238  -1.
 -0.7303451  -0.9051227 ]","[-1.73531647e+02 -1.06363518e+02 -9.02066193e+01 -1.06283484e+03
 -1.04178719e+02  3.49879761e+02  4.58257586e-01 -1.25370911e+02
  9.37998291e+02 -5.65150595e+00 -1.57172546e+01 -5.33538094e+01
  1.66362228e+02 -4.23133761e-01 -6.16949921e+01 -9.59245777e+01
  0.00000000e+00 -3.49371826e+02  2.88398724e+01 -4.97363983e+02
  1.34372726e+02 -1.90515381e+02 -1.66667664e+02  0.00000000e+00
  2.83531891e+02 -1.27300903e+02 -1.78269817e+02  0.00000000e+00
  1.44916946e+02  0.00000000e+00 -3.01163177e+02  0.00000000e+00
 -3.95675751e+02  8.84450150e+01  0.00000000e+00 -5.13325071e+01
 -6.00062805e+02  0.00000000e+00 -2.14010818e+02 -1.07850082e+02
  2.83095245e+02  0.00000000e+00  1.41027808e+03  0.00000000e+00
 -8.54512405e+01 -6.79426270e+01 -9.46435089e+01 -6.34773979e+01
 -1.25601929e+02 -9.79546661e+01]"
16,2019-01-25,"[-0.564345    0.03225809 -0.5013641   0.4232      1.          0.36982852
 -0.7712534  -0.4863609  -0.74353355  1.         -0.14417902  0.05150235
 -0.7386411  -1.         -0.39827624 -0.77873933 -0.47675163  0.10185956
  0.9583284   0.43552053 -1.         -1.         -0.82050395  0.43777007
  0.8362283   0.56402487  0.31746453 -0.97024184  0.47279122 -0.34105518
 -1.          0.54998624 -0.4430007   0.33172256 -0.4686681   0.23866884
 -0.01724109 -0.15850933  0.64389867 -1.         -0.504079    0.30891818
  1.         -0.27663022  0.5872449   0.06053072  0.7286856   0.2914746
  0.51175886  0.33225733]","[ -59.09754467    3.46877623 -482.43341064  445.64254761  288.33898926
  216.80903625  -25.85349074 -223.88389587 -698.71777344  215.18148804
  -31.98476791    6.27866125 -126.97841644   -7.63287926 -132.61286926
    0.            0.           34.1794548   326.76449585  217.03318787
 -246.90138245 -520.74108887 -177.30886841    0.          236.02932739
  258.31228638   92.72719574    0.          163.99734497    0.
 -319.40716553    0.         -675.55310059   28.8828125     0.
   31.02746582  -17.3479557     0.          151.04142761 -906.51971436
 -139.70527649    0.         1417.55505371    0.           52.96765137
    4.0905385    94.00866699   24.62269592   84.009758     34.27057266]"
17,2019-01-28,"[-0.67122287  0.04764647 -0.5514717   1.          0.03961677 -1.
 -0.59109926  0.9270793  -1.         -0.7774163   0.47858068  1.
  0.5008136   1.         -0.42715135  1.         -0.18745406 -0.91455495
 -0.08528378 -0.2362912   0.02847664 -1.         -0.14609894  0.17090301
  0.3433049   0.76450795 -0.05477563  0.31261355 -0.24983361 -0.34458283
  1.          0.25128132 -1.          0.28221336 -1.          0.6829553
 -0.8720958  -1.          0.48027742 -0.18898433 -0.08454554 -0.0609256
 -1.         -0.2516506  -1.          0.17095824 -0.35390154  0.77406776
  1.         -0.6285399 ]","[    0.             5.03731632  -524.35223389  1045.34716797
    11.32807636  -572.67205811     0.           414.26675415
  -948.46063232  -163.90606689   104.44160461   122.71624756
    83.88359833     7.55202484  -141.27151489   144.02041626
     0.          -309.91778564   -28.79729843  -117.63741302
     6.90490007  -263.04940343   -31.45538521     0.
    95.48023224   347.00204468   -15.93343258   135.77490234
   -84.8711853      0.           318.23214722     0.
 -1500.01501465    24.22731781     0.            86.83342743
  -867.96429443     0.           110.38678741  -166.78523254
   -23.14515305     0.         -1385.5020752      0.
   -89.50949097    11.48056507   -45.82459641    64.91548157
   165.34829712   -63.41713715]"
18,2019-01-29,"[ 1.          0.34760755 -0.3308932   0.4541051   1.         -0.4782264
  0.6169747  -0.36153093 -0.15281     0.33102328 -0.86031944 -0.52948546
 -0.98512495 -0.67356956  1.         -1.          0.20304137  0.6776704
  0.8823204   0.3845207   0.7974779  -1.          0.67219657 -0.581153
 -0.37155566 -0.76763606 -0.26145506  0.40932196  1.         -1.
 -1.         -1.         -0.306103   -0.4888405  -1.         -0.9320318
 -0.582042   -0.23087662  0.63182646  0.45934355 -0.47251493  1.
 -1.          0.12188471  1.         -0.84106624 -1.          0.5385679
  0.07569192  0.20582671]","[  521.71917725    36.19366074  -315.6895752    467.85058594
   286.57730103  -107.41698837   113.94187164  -162.34280396
  -145.74710083    70.16534424  -185.91853333   -69.91900635
  -165.61787415    -5.10710144   319.87307739  -139.95292664
    34.43386841   225.10377502   295.82455444   198.98814392
   185.63438416     0.           146.04016113     0.
  -105.01559448  -341.11398315   -74.71041107   178.3817749
   339.71084595     0.          -313.05371094     0.
  -288.13368225   -41.80882263     0.          -117.86089325
  -581.39080811     0.           145.3490448    406.73629761
  -128.46713257     0.         -1399.54089355    89.34257507
    91.83680725   -56.36085129  -132.80529785    45.408535
    12.47855473    20.71362305]"
19,2019-01-30,"[ 0.0994925  -0.3437063  -1.          0.30896676  1.          1.
  0.3225053   0.8997322  -0.38752952  0.64736617 -1.         -0.06290502
 -0.5686755   1.         -1.         -0.2738511  -0.7161768  -0.25247812
 -1.          0.519251   -0.3822602   0.7372127  -0.6738763   1.
  0.39994365 -1.          0.5868378   0.46581775 -1.         -1.
 -1.          1.         -0.00584869  0.7955676  -0.6441681   1.
 -0.8770517  -0.94536865  0.7987394   1.          1.          1.
 -1.         -0.38661885 -1.          0.7926822   0.8283146  -1.
  0.48776406  0.7821839 ]","[  51.12246704  -35.55467224 -946.00219727  314.91229248  284.99447632
  568.28515625   59.60135269  392.78634644 -372.40252686  136.74766541
 -215.82981873   -7.96383047  -94.02859497    7.49359369 -319.66448975
   -4.06748962  -34.43386841  -83.86640167 -335.28018188  272.85342407
  -91.62341309  380.82315063 -145.8631897     0.          112.37970734
 -264.2003479   166.84706116  206.51612854 -336.76382446    0.
 -314.95071411    0.            0.           67.89868927    0.
  125.85202026 -869.74591064    0.          182.1925354   869.6105957
  268.89672852    0.         -406.02905273  -89.34257507  -90.40659332
   53.71195984  109.93070221  -84.31347656   83.76882172   79.51221466]"
